Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
GO: Biological Process	GO:0002690	positive regulation of leukocyte chemotaxis	 	2.702E-3	1.000E0	2.148E-2	1.776E-1	3	117	SELL,CCR6,CCR7
GO: Biological Process	GO:0032956	regulation of actin cytoskeleton organization	 	2.773E-3	1.000E0	2.196E-2	1.816E-1	5	409	S100A10,MYO1F,TMSB4X,TMSB10,CCR7
GO: Biological Process	GO:0007162	negative regulation of cell adhesion	 	2.831E-3	1.000E0	2.227E-2	1.842E-1	5	411	ANXA1,MYO1F,LEF1,LGALS1,LGALS3
GO: Biological Process	GO:0030100	regulation of endocytosis	 	2.831E-3	1.000E0	2.227E-2	1.842E-1	5	411	ANXA2,B2M,CCR7,LYAR,LGALS3
GO: Biological Process	GO:0031345	negative regulation of cell projection organization	 	2.858E-3	1.000E0	2.239E-2	1.852E-1	4	249	VIM,B2M,YWHAH,LGALS1
GO: Biological Process	GO:0003159	morphogenesis of an endothelium	 	2.948E-3	1.000E0	2.278E-2	1.884E-1	2	34	FOXP1,MARCKSL1
GO: Biological Process	GO:0061154	endothelial tube morphogenesis	 	2.948E-3	1.000E0	2.278E-2	1.884E-1	2	34	FOXP1,MARCKSL1
GO: Biological Process	GO:0002825	regulation of T-helper 1 type immune response	 	2.948E-3	1.000E0	2.278E-2	1.884E-1	2	34	ANXA1,CCR7
GO: Biological Process	GO:1903902	positive regulation of viral life cycle	 	2.948E-3	1.000E0	2.278E-2	1.884E-1	2	34	ANXA2,LGALS1
GO: Biological Process	GO:0002260	lymphocyte homeostasis	 	2.971E-3	1.000E0	2.287E-2	1.892E-1	3	121	TNFSF13B,IL7R,TNFRSF4
GO: Biological Process	GO:0002700	regulation of production of molecular mediator of immune response	 	2.983E-3	1.000E0	2.288E-2	1.893E-1	4	252	CD27,B2M,FOXP1,TNFRSF4
GO: Biological Process	GO:0001778	plasma membrane repair	 	3.122E-3	1.000E0	2.379E-2	1.967E-1	2	35	S100A10,ANXA2
GO: Biological Process	GO:0071624	positive regulation of granulocyte chemotaxis	 	3.122E-3	1.000E0	2.379E-2	1.967E-1	2	35	SELL,CCR7
GO: Biological Process	GO:0051235	maintenance of location	 	3.171E-3	1.000E0	2.407E-2	1.991E-1	5	422	TMSB4X,TMSB10,CCR7,LGALS1,LGALS3
GO: Biological Process	GO:0010954	positive regulation of protein processing	 	3.484E-3	1.000E0	2.627E-2	2.173E-1	2	37	S100A10,ANXA2
GO: Biological Process	GO:0031338	regulation of vesicle fusion	 	3.484E-3	1.000E0	2.627E-2	2.173E-1	2	37	ANXA1,ANXA2
GO: Biological Process	GO:0002831	regulation of response to biotic stimulus	 	3.528E-3	1.000E0	2.651E-2	2.193E-1	6	627	B2M,MYO1F,FOXP1,RPS19,LYAR,KLRB1
GO: Biological Process	GO:0097191	extrinsic apoptotic signaling pathway	 	3.571E-3	1.000E0	2.674E-2	2.212E-1	4	265	CD27,LTB,LGALS3,TNFRSF4
GO: Biological Process	GO:0001910	regulation of leukocyte mediated cytotoxicity	 	3.637E-3	1.000E0	2.714E-2	2.245E-1	3	130	B2M,KLRB1,IL7R
GO: Biological Process	GO:0036336	dendritic cell migration	 	3.672E-3	1.000E0	2.723E-2	2.252E-1	2	38	CCR6,CCR7
GO: Biological Process	GO:0035295	tube development	 	3.673E-3	1.000E0	2.723E-2	2.252E-1	11	1864	HOPX,ANXA1,ANXA2,TMSB4X,FOXP1,MARCKSL1,LEF1,CTSH,LGALS1,IL6ST,LGALS3
GO: Biological Process	GO:0061844	antimicrobial humoral immune response mediated by antimicrobial peptide	 	3.716E-3	1.000E0	2.745E-2	2.270E-1	3	131	B2M,RPS19,LGALS3
GO: Biological Process	GO:1903319	positive regulation of protein maturation	 	3.865E-3	1.000E0	2.817E-2	2.330E-1	2	39	S100A10,ANXA2
GO: Biological Process	GO:0071353	cellular response to interleukin-4	 	3.865E-3	1.000E0	2.817E-2	2.330E-1	2	39	RPLP0,LEF1
GO: Biological Process	GO:0032717	negative regulation of interleukin-8 production	 	3.865E-3	1.000E0	2.817E-2	2.330E-1	2	39	ANXA1,TMSB4X
GO: Biological Process	GO:0044794	positive regulation by host of viral process	 	3.865E-3	1.000E0	2.817E-2	2.330E-1	2	39	ANXA2,EEF1A1
GO: Biological Process	GO:0034109	homotypic cell-cell adhesion	 	3.877E-3	1.000E0	2.817E-2	2.330E-1	3	133	ACTN1,LGALS1,IL6ST
GO: Biological Process	GO:0009725	response to hormone	 	3.891E-3	1.000E0	2.817E-2	2.330E-1	8	1092	TIMP1,ANXA1,FOXP1,CCR7,PTGER2,FKBP11,CTSH,YWHAH
GO: Biological Process	GO:0014910	regulation of smooth muscle cell migration	 	4.127E-3	1.000E0	2.978E-2	2.463E-1	3	136	S100A11,TMSB4X,IL6ST
GO: Biological Process	GO:0010975	regulation of neuron projection development	 	4.207E-3	1.000E0	3.026E-2	2.503E-1	6	650	VIM,B2M,YWHAH,LGALS1,IL6ST,EEF1A1
GO: Biological Process	GO:0043604	amide biosynthetic process	 	4.413E-3	1.000E0	3.162E-2	2.616E-1	8	1115	VIM,RPLP0,RPLP1,RPS19,RPSA,RPS27,RPL10,EEF1A1
GO: Biological Process	GO:0070670	response to interleukin-4	 	4.471E-3	1.000E0	3.162E-2	2.616E-1	2	42	RPLP0,LEF1
GO: Biological Process	GO:0007417	central nervous system development	 	4.498E-3	1.000E0	3.162E-2	2.616E-1	10	1637	VIM,B2M,FOXP1,RPS19,MARCKSL1,LEF1,YWHAH,IL6ST,RPL10,IL7R
GO: Biological Process	GO:0043122	regulation of canonical NF-kappaB signal transduction	 	4.509E-3	1.000E0	3.162E-2	2.616E-1	4	283	S100A4,LTB,CCR7,LGALS1
GO: Biological Process	GO:0001818	negative regulation of cytokine production	 	4.531E-3	1.000E0	3.162E-2	2.616E-1	5	459	ANXA1,TMSB4X,CCR7,LEF1,TNFRSF4
GO: Biological Process	GO:0045087	innate immune response	 	4.731E-3	1.000E0	3.162E-2	2.616E-1	8	1128	VIM,ANXA1,B2M,MYO1F,RPS19,LYAR,KLRB1,LGALS3
GO: Biological Process	GO:0050920	regulation of chemotaxis	 	4.738E-3	1.000E0	3.162E-2	2.616E-1	4	287	SELL,TMSB4X,CCR6,CCR7
GO: Biological Process	GO:1901250	negative regulation of lung goblet cell differentiation	 	4.740E-3	1.000E0	3.162E-2	2.616E-1	1	2	FOXP1
GO: Biological Process	GO:0071283	cellular response to iron(III) ion	 	4.740E-3	1.000E0	3.162E-2	2.616E-1	1	2	B2M
GO: Biological Process	GO:1905597	positive regulation of low-density lipoprotein particle receptor binding	 	4.740E-3	1.000E0	3.162E-2	2.616E-1	1	2	ANXA2
GO: Biological Process	GO:0002649	regulation of tolerance induction to self antigen	 	4.740E-3	1.000E0	3.162E-2	2.616E-1	1	2	CCR7
GO: Biological Process	GO:0006713	glucocorticoid catabolic process	 	4.740E-3	1.000E0	3.162E-2	2.616E-1	1	2	YWHAH
GO: Biological Process	GO:0060265	positive regulation of respiratory burst involved in inflammatory response	 	4.740E-3	1.000E0	3.162E-2	2.616E-1	1	2	RPS19
GO: Biological Process	GO:2000521	negative regulation of immunological synapse formation	 	4.740E-3	1.000E0	3.162E-2	2.616E-1	1	2	LGALS3
GO: Biological Process	GO:0032745	positive regulation of interleukin-21 production	 	4.740E-3	1.000E0	3.162E-2	2.616E-1	1	2	FOXP1
GO: Biological Process	GO:0038111	interleukin-7-mediated signaling pathway	 	4.740E-3	1.000E0	3.162E-2	2.616E-1	1	2	IL7R
GO: Biological Process	GO:1904434	positive regulation of ferrous iron binding	 	4.740E-3	1.000E0	3.162E-2	2.616E-1	1	2	B2M
GO: Biological Process	GO:1904432	regulation of ferrous iron binding	 	4.740E-3	1.000E0	3.162E-2	2.616E-1	1	2	B2M
GO: Biological Process	GO:1904437	positive regulation of transferrin receptor binding	 	4.740E-3	1.000E0	3.162E-2	2.616E-1	1	2	B2M
GO: Biological Process	GO:1904435	regulation of transferrin receptor binding	 	4.740E-3	1.000E0	3.162E-2	2.616E-1	1	2	B2M
GO: Biological Process	GO:0002518	lymphocyte chemotaxis across high endothelial venule	 	4.740E-3	1.000E0	3.162E-2	2.616E-1	1	2	CCR7
GO: Biological Process	GO:0034118	regulation of erythrocyte aggregation	 	4.740E-3	1.000E0	3.162E-2	2.616E-1	1	2	LGALS1
GO: Biological Process	GO:0034117	erythrocyte aggregation	 	4.740E-3	1.000E0	3.162E-2	2.616E-1	1	2	LGALS1
GO: Biological Process	GO:0032970	regulation of actin filament-based process	 	4.742E-3	1.000E0	3.162E-2	2.616E-1	5	464	S100A10,MYO1F,TMSB4X,TMSB10,CCR7
GO: Biological Process	GO:0034694	response to prostaglandin	 	4.897E-3	1.000E0	3.246E-2	2.685E-1	2	44	CCR7,PTGER2
GO: Biological Process	GO:0043372	positive regulation of CD4-positive, alpha-beta T cell differentiation	 	4.897E-3	1.000E0	3.246E-2	2.685E-1	2	44	ANXA1,CCR7
GO: Biological Process	GO:0071675	regulation of mononuclear cell migration	 	4.934E-3	1.000E0	3.251E-2	2.689E-1	3	145	CCR6,CCR7,LGALS3
GO: Biological Process	GO:0019882	antigen processing and presentation	 	4.934E-3	1.000E0	3.251E-2	2.689E-1	3	145	B2M,CCR7,CTSH
GO: Biological Process	GO:0010631	epithelial cell migration	 	5.050E-3	1.000E0	3.317E-2	2.743E-1	5	471	ANXA1,TMSB4X,FOXP1,CCR6,CTSH
GO: Biological Process	GO:2001233	regulation of apoptotic signaling pathway	 	5.186E-3	1.000E0	3.396E-2	2.809E-1	5	474	LTB,PTGER2,CTSH,LGALS3,TNFRSF4
GO: Biological Process	GO:0014909	smooth muscle cell migration	 	5.223E-3	1.000E0	3.401E-2	2.813E-1	3	148	S100A11,TMSB4X,IL6ST
GO: Biological Process	GO:0030593	neutrophil chemotaxis	 	5.223E-3	1.000E0	3.401E-2	2.813E-1	3	148	SELL,CCR7,LGALS3
GO: Biological Process	GO:0090132	epithelium migration	 	5.324E-3	1.000E0	3.456E-2	2.858E-1	5	477	ANXA1,TMSB4X,FOXP1,CCR6,CTSH
GO: Biological Process	GO:0060541	respiratory system development	 	5.536E-3	1.000E0	3.583E-2	2.964E-1	4	300	HOPX,FOXP1,LEF1,CTSH
GO: Biological Process	GO:0090022	regulation of neutrophil chemotaxis	 	5.804E-3	1.000E0	3.735E-2	3.089E-1	2	48	SELL,CCR7
GO: Biological Process	GO:0090130	tissue migration	 	5.805E-3	1.000E0	3.735E-2	3.089E-1	5	487	ANXA1,TMSB4X,FOXP1,CCR6,CTSH
GO: Biological Process	GO:0120035	regulation of plasma membrane bounded cell projection organization	 	5.846E-3	1.000E0	3.750E-2	3.102E-1	7	924	VIM,B2M,CCR7,YWHAH,LGALS1,IL6ST,EEF1A1
GO: Biological Process	GO:0032496	response to lipopolysaccharide	 	5.905E-3	1.000E0	3.775E-2	3.122E-1	5	489	VIM,B2M,FOXP1,CCR7,PTGER2
GO: Biological Process	GO:0110053	regulation of actin filament organization	 	5.933E-3	1.000E0	3.775E-2	3.122E-1	4	306	S100A10,TMSB4X,TMSB10,CCR7
GO: Biological Process	GO:0048259	regulation of receptor-mediated endocytosis	 	5.936E-3	1.000E0	3.775E-2	3.122E-1	3	155	ANXA2,B2M,CCR7
GO: Biological Process	GO:0045637	regulation of myeloid cell differentiation	 	6.001E-3	1.000E0	3.805E-2	3.147E-1	4	307	B2M,FOXP1,RPS19,LEF1
GO: Biological Process	GO:0046634	regulation of alpha-beta T cell activation	 	6.150E-3	1.000E0	3.878E-2	3.207E-1	3	157	ANXA1,CCR6,CCR7
GO: Biological Process	GO:0002688	regulation of leukocyte chemotaxis	 	6.150E-3	1.000E0	3.878E-2	3.207E-1	3	157	SELL,CCR6,CCR7
GO: Biological Process	GO:0033993	response to lipid	 	6.186E-3	1.000E0	3.889E-2	3.216E-1	8	1180	VIM,ANXA1,B2M,FOXP1,CCR7,PTGER2,CTSH,YWHAH
GO: Biological Process	GO:0001782	B cell homeostasis	 	6.284E-3	1.000E0	3.937E-2	3.256E-1	2	50	TNFSF13B,IL7R
GO: Biological Process	GO:0043603	amide metabolic process	 	6.316E-3	1.000E0	3.937E-2	3.256E-1	9	1445	VIM,RPLP0,RPLP1,RPS19,RPSA,RPS27,CTSH,RPL10,EEF1A1
GO: Biological Process	GO:0045088	regulation of innate immune response	 	6.317E-3	1.000E0	3.937E-2	3.256E-1	5	497	B2M,MYO1F,RPS19,LYAR,KLRB1
GO: Biological Process	GO:0002821	positive regulation of adaptive immune response	 	6.369E-3	1.000E0	3.958E-2	3.274E-1	3	159	TNFSF13B,B2M,IL6ST
GO: Biological Process	GO:0031344	regulation of cell projection organization	 	6.444E-3	1.000E0	3.994E-2	3.303E-1	7	941	VIM,B2M,CCR7,YWHAH,LGALS1,IL6ST,EEF1A1
GO: Biological Process	GO:0010595	positive regulation of endothelial cell migration	 	6.480E-3	1.000E0	4.005E-2	3.312E-1	3	160	ANXA1,TMSB4X,FOXP1
GO: Biological Process	GO:0048534	hematopoietic or lymphoid organ development	 	6.592E-3	1.000E0	4.051E-2	3.351E-1	3	161	LTB,CCR7,IL7R
GO: Biological Process	GO:0031341	regulation of cell killing	 	6.592E-3	1.000E0	4.051E-2	3.351E-1	3	161	B2M,KLRB1,IL7R
GO: Biological Process	GO:0030833	regulation of actin filament polymerization	 	6.705E-3	1.000E0	4.090E-2	3.383E-1	3	162	TMSB4X,TMSB10,CCR7
GO: Biological Process	GO:0002675	positive regulation of acute inflammatory response	 	6.782E-3	1.000E0	4.090E-2	3.383E-1	2	52	CCR7,IL6ST
GO: Biological Process	GO:0001911	negative regulation of leukocyte mediated cytotoxicity	 	6.782E-3	1.000E0	4.090E-2	3.383E-1	2	52	KLRB1,IL7R
GO: Biological Process	GO:0090594	inflammatory response to wounding	 	6.782E-3	1.000E0	4.090E-2	3.383E-1	2	52	TIMP1,TMSB10
GO: Biological Process	GO:0051050	positive regulation of transport	 	6.829E-3	1.000E0	4.090E-2	3.383E-1	8	1200	S100A10,ANXA1,ANXA2,B2M,TMSB4X,CCR7,LYAR,LGALS3
GO: Biological Process	GO:0030890	positive regulation of B cell proliferation	 	7.037E-3	1.000E0	4.090E-2	3.383E-1	2	53	TNFSF13B,TNFRSF4
GO: Biological Process	GO:0032735	positive regulation of interleukin-12 production	 	7.037E-3	1.000E0	4.090E-2	3.383E-1	2	53	LTB,CCR7
GO: Biological Process	GO:1905602	positive regulation of receptor-mediated endocytosis involved in cholesterol transport	 	7.102E-3	1.000E0	4.090E-2	3.383E-1	1	3	ANXA2
GO: Biological Process	GO:1901249	regulation of lung goblet cell differentiation	 	7.102E-3	1.000E0	4.090E-2	3.383E-1	1	3	FOXP1
GO: Biological Process	GO:1904346	positive regulation of gastric mucosal blood circulation	 	7.102E-3	1.000E0	4.090E-2	3.383E-1	1	3	PTGER2
GO: Biological Process	GO:1904344	regulation of gastric mucosal blood circulation	 	7.102E-3	1.000E0	4.090E-2	3.383E-1	1	3	PTGER2
GO: Biological Process	GO:1903769	negative regulation of cell proliferation in bone marrow	 	7.102E-3	1.000E0	4.090E-2	3.383E-1	1	3	LGALS3
GO: Biological Process	GO:0061152	trachea submucosa development	 	7.102E-3	1.000E0	4.090E-2	3.383E-1	1	3	LEF1
GO: Biological Process	GO:0061153	trachea gland development	 	7.102E-3	1.000E0	4.090E-2	3.383E-1	1	3	LEF1
GO: Biological Process	GO:2000522	positive regulation of immunological synapse formation	 	7.102E-3	1.000E0	4.090E-2	3.383E-1	1	3	CCR7
GO: Biological Process	GO:2000547	regulation of dendritic cell dendrite assembly	 	7.102E-3	1.000E0	4.090E-2	3.383E-1	1	3	CCR7
GO: Biological Process	GO:1903614	negative regulation of protein tyrosine phosphatase activity	 	7.102E-3	1.000E0	4.090E-2	3.383E-1	1	3	LGALS3
GO: Biological Process	GO:0014064	positive regulation of serotonin secretion	 	7.102E-3	1.000E0	4.090E-2	3.383E-1	1	3	LGALS3
GO: Biological Process	GO:0098582	innate vocalization behavior	 	7.102E-3	1.000E0	4.090E-2	3.383E-1	1	3	FOXP1
GO: Biological Process	GO:0060784	regulation of cell proliferation involved in tissue homeostasis	 	7.102E-3	1.000E0	4.090E-2	3.383E-1	1	3	LEF1
GO: Biological Process	GO:0060448	dichotomous subdivision of terminal units involved in lung branching	 	7.102E-3	1.000E0	4.090E-2	3.383E-1	1	3	CTSH
GO: Biological Process	GO:0032804	negative regulation of low-density lipoprotein particle receptor catabolic process	 	7.102E-3	1.000E0	4.090E-2	3.383E-1	1	3	ANXA2
GO: Biological Process	GO:2001189	negative regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell	 	7.102E-3	1.000E0	4.090E-2	3.383E-1	1	3	LGALS3
GO: Biological Process	GO:1990768	gastric mucosal blood circulation	 	7.102E-3	1.000E0	4.090E-2	3.383E-1	1	3	PTGER2
GO: Biological Process	GO:0050864	regulation of B cell activation	 	7.289E-3	1.000E0	4.180E-2	3.457E-1	3	167	CD27,TNFSF13B,TNFRSF4
GO: Biological Process	GO:0042789	mRNA transcription by RNA polymerase II	 	7.297E-3	1.000E0	4.180E-2	3.457E-1	2	54	S100A10,ANXA2
GO: Biological Process	GO:0035239	tube morphogenesis	 	7.456E-3	1.000E0	4.260E-2	3.523E-1	9	1483	ANXA1,ANXA2,TMSB4X,FOXP1,MARCKSL1,LEF1,CTSH,LGALS1,LGALS3
GO: Biological Process	GO:0051702	biological process involved in interaction with symbiont	 	7.531E-3	1.000E0	4.292E-2	3.550E-1	3	169	ANXA2,LEF1,EEF1A1
GO: Biological Process	GO:0002237	response to molecule of bacterial origin	 	7.612E-3	1.000E0	4.327E-2	3.579E-1	5	520	VIM,B2M,FOXP1,CCR7,PTGER2
GO: Biological Process	GO:0032652	regulation of interleukin-1 production	 	7.654E-3	1.000E0	4.339E-2	3.589E-1	3	170	ANXA1,FOXP1,CCR7
GO: Biological Process	GO:0007249	canonical NF-kappaB signal transduction	 	7.792E-3	1.000E0	4.406E-2	3.644E-1	4	331	S100A4,LTB,CCR7,LGALS1
GO: Biological Process	GO:0002757	immune response-activating signaling pathway	 	7.917E-3	1.000E0	4.465E-2	3.693E-1	5	525	B2M,FOXP1,CCR7,FYB1,LGALS3
GO: Biological Process	GO:0050830	defense response to Gram-positive bacterium	 	8.029E-3	1.000E0	4.505E-2	3.726E-1	3	173	B2M,MYO1F,IL7R
GO: Biological Process	GO:0050852	T cell receptor signaling pathway	 	8.029E-3	1.000E0	4.505E-2	3.726E-1	3	173	CCR7,FYB1,LGALS3
GO: Biological Process	GO:2000404	regulation of T cell migration	 	8.102E-3	1.000E0	4.534E-2	3.750E-1	2	57	CCR6,CCR7
GO: Biological Process	GO:0044092	negative regulation of molecular function	 	8.267E-3	1.000E0	4.615E-2	3.817E-1	8	1240	TIMP1,ANXA1,B2M,TMSB4X,PTGER2,LEF1,LGALS3,TNFRSF4
GO: Biological Process	GO:0034110	regulation of homotypic cell-cell adhesion	 	8.378E-3	1.000E0	4.662E-2	3.856E-1	2	58	LGALS1,IL6ST
GO: Biological Process	GO:0032612	interleukin-1 production	 	8.414E-3	1.000E0	4.662E-2	3.856E-1	3	176	ANXA1,FOXP1,CCR7
GO: Biological Process	GO:0002456	T cell mediated immunity	 	8.414E-3	1.000E0	4.662E-2	3.856E-1	3	176	B2M,CTSH,IL7R
GO: Biological Process	GO:0032870	cellular response to hormone stimulus	 	8.541E-3	1.000E0	4.711E-2	3.896E-1	6	754	ANXA1,FOXP1,PTGER2,FKBP11,CTSH,YWHAH
GO: Biological Process	GO:0072659	protein localization to plasma membrane	 	8.545E-3	1.000E0	4.711E-2	3.896E-1	4	340	S100A10,ANXA2,FYB1,LGALS3
GO: Biological Process	GO:0002274	myeloid leukocyte activation	 	8.632E-3	1.000E0	4.747E-2	3.926E-1	4	341	ANXA1,MYO1F,FOXP1,FYB1
GO: Biological Process	GO:0042119	neutrophil activation	 	8.659E-3	1.000E0	4.750E-2	3.928E-1	2	59	ANXA1,MYO1F
GO: Biological Process	GO:0031342	negative regulation of cell killing	 	8.944E-3	1.000E0	4.882E-2	4.037E-1	2	60	KLRB1,IL7R
GO: Biological Process	GO:0043392	negative regulation of DNA binding	 	8.944E-3	1.000E0	4.882E-2	4.037E-1	2	60	TMSB4X,LEF1
GO: Biological Process	GO:0009299	mRNA transcription	 	9.234E-3	1.000E0	4.941E-2	4.087E-1	2	61	S100A10,ANXA2
GO: Biological Process	GO:0043403	skeletal muscle tissue regeneration	 	9.234E-3	1.000E0	4.941E-2	4.087E-1	2	61	HOPX,ANXA1
GO: Biological Process	GO:0008064	regulation of actin polymerization or depolymerization	 	9.356E-3	1.000E0	4.941E-2	4.087E-1	3	183	TMSB4X,TMSB10,CCR7
GO: Biological Process	GO:1905581	positive regulation of low-density lipoprotein particle clearance	 	9.459E-3	1.000E0	4.941E-2	4.087E-1	1	4	ANXA2
GO: Biological Process	GO:2000645	negative regulation of receptor catabolic process	 	9.459E-3	1.000E0	4.941E-2	4.087E-1	1	4	ANXA2
GO: Biological Process	GO:0097022	lymphocyte migration into lymph node	 	9.459E-3	1.000E0	4.941E-2	4.087E-1	1	4	CCR7
GO: Biological Process	GO:0097026	dendritic cell dendrite assembly	 	9.459E-3	1.000E0	4.941E-2	4.087E-1	1	4	CCR7
GO: Biological Process	GO:2000978	negative regulation of forebrain neuron differentiation	 	9.459E-3	1.000E0	4.941E-2	4.087E-1	1	4	B2M
GO: Biological Process	GO:2000525	positive regulation of T cell costimulation	 	9.459E-3	1.000E0	4.941E-2	4.087E-1	1	4	CCR7
GO: Biological Process	GO:0031296	B cell costimulation	 	9.459E-3	1.000E0	4.941E-2	4.087E-1	1	4	TNFSF13B
GO: Biological Process	GO:1900138	negative regulation of phospholipase A2 activity	 	9.459E-3	1.000E0	4.941E-2	4.087E-1	1	4	ANXA1
GO: Biological Process	GO:0014839	myoblast migration involved in skeletal muscle regeneration	 	9.459E-3	1.000E0	4.941E-2	4.087E-1	1	4	ANXA1
GO: Biological Process	GO:0060741	prostate gland stromal morphogenesis	 	9.459E-3	1.000E0	4.941E-2	4.087E-1	1	4	CRIP1
GO: Biological Process	GO:0060474	positive regulation of flagellated sperm motility involved in capacitation	 	9.459E-3	1.000E0	4.941E-2	4.087E-1	1	4	CCR6
GO: Biological Process	GO:0038116	chemokine (C-C motif) ligand 21 signaling pathway	 	9.459E-3	1.000E0	4.941E-2	4.087E-1	1	4	CCR7
GO: Biological Process	GO:0038165	oncostatin-M-mediated signaling pathway	 	9.459E-3	1.000E0	4.941E-2	4.087E-1	1	4	IL6ST
GO: Biological Process	GO:1905273	positive regulation of proton-transporting ATP synthase activity, rotational mechanism	 	9.459E-3	1.000E0	4.941E-2	4.087E-1	1	4	TMSB4X
GO: Biological Process	GO:1905271	regulation of proton-transporting ATP synthase activity, rotational mechanism	 	9.459E-3	1.000E0	4.941E-2	4.087E-1	1	4	TMSB4X
GO: Biological Process	GO:0030850	prostate gland development	 	9.527E-3	1.000E0	4.965E-2	4.106E-1	2	62	ANXA1,CRIP1
