Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
GO: Biological Process	GO:0019755	one-carbon compound transport	 	6.524E-4	1.000E0	4.543E-3	3.704E-2	3	70	HBA1,HBA2,HBB
GO: Biological Process	GO:0031032	actomyosin structure organization	 	6.774E-4	1.000E0	4.701E-3	3.833E-2	5	291	S100A10,RTKN2,ACTG1,PFN1,ITGB1
GO: Biological Process	GO:1902105	regulation of leukocyte differentiation	 	6.818E-4	1.000E0	4.715E-3	3.844E-2	6	444	HLA-B,HLA-DRB1,ACTB,CD74,LGALS1,LGALS3
GO: Biological Process	GO:0002683	negative regulation of immune system process	 	6.857E-4	1.000E0	4.724E-3	3.852E-2	7	619	HLA-A,HLA-B,HLA-C,HLA-DRB1,B2M,CD74,LGALS3
GO: Biological Process	GO:0042743	hydrogen peroxide metabolic process	 	7.083E-4	1.000E0	4.864E-3	3.965E-2	3	72	HBA1,HBA2,HBB
GO: Biological Process	GO:0009607	response to biotic stimulus	 	7.252E-4	1.000E0	4.962E-3	4.045E-2	13	1998	S100A6,CD52,RPL39,HLA-A,HLA-B,HLA-C,GAPDH,HLA-DRB1,B2M,ACTG1,CD74,HBA2,LGALS3
GO: Biological Process	GO:0043009	chordate embryonic development	 	7.318E-4	1.000E0	4.990E-3	4.068E-2	10	1255	RPL35A,RPLP2,RPS3A,RPS4X,RPS14,RPS29,HBA2,PFN1,ITGB1,RPL13
GO: Biological Process	GO:0030168	platelet activation	 	7.602E-4	1.000E0	5.165E-3	4.211E-2	4	170	CLIC1,ACTB,ACTG1,HBB
GO: Biological Process	GO:0001817	regulation of cytokine production	 	7.705E-4	1.000E0	5.217E-3	4.254E-2	9	1038	HLA-A,HLA-B,HLA-C,GAPDH,HLA-DPB1,HLA-DRB1,B2M,TMSB4X,CD74
GO: Biological Process	GO:0002698	negative regulation of immune effector process	 	7.942E-4	1.000E0	5.347E-3	4.359E-2	4	172	HLA-A,HLA-B,HLA-C,LGALS3
GO: Biological Process	GO:0050778	positive regulation of immune response	 	7.970E-4	1.000E0	5.347E-3	4.359E-2	8	831	HLA-A,HLA-B,HLA-C,HLA-DPB1,HLA-DRB1,B2M,CD74,LGALS3
GO: Biological Process	GO:0032814	regulation of natural killer cell activation	 	7.979E-4	1.000E0	5.347E-3	4.359E-2	3	75	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0050852	T cell receptor signaling pathway	 	8.115E-4	1.000E0	5.419E-3	4.418E-2	4	173	HLA-A,HLA-DPB1,HLA-DRB1,LGALS3
GO: Biological Process	GO:1903900	regulation of viral life cycle	 	8.291E-4	1.000E0	5.500E-3	4.484E-2	4	174	ANXA2,HLA-DRB1,CD74,LGALS1
GO: Biological Process	GO:1903307	positive regulation of regulated secretory pathway	 	8.293E-4	1.000E0	5.500E-3	4.484E-2	3	76	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0009792	embryo development ending in birth or egg hatching	 	8.421E-4	1.000E0	5.566E-3	4.538E-2	10	1278	RPL35A,RPLP2,RPS3A,RPS4X,RPS14,RPS29,HBA2,PFN1,ITGB1,RPL13
GO: Biological Process	GO:0046640	regulation of alpha-beta T cell proliferation	 	8.614E-4	1.000E0	5.675E-3	4.627E-2	3	77	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0002832	negative regulation of response to biotic stimulus	 	8.836E-4	1.000E0	5.802E-3	4.730E-2	4	177	HLA-A,HLA-B,HLA-C,B2M
GO: Biological Process	GO:0002673	regulation of acute inflammatory response	 	8.944E-4	1.000E0	5.852E-3	4.772E-2	3	78	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0034341	response to type II interferon	 	9.023E-4	1.000E0	5.885E-3	4.798E-2	4	178	GAPDH,HLA-DRB1,ACTG1,CD74
GO: Biological Process	GO:0043903	regulation of biological process involved in symbiotic interaction	 	9.281E-4	1.000E0	6.033E-3	4.918E-2	3	79	HLA-DRB1,CD74,LGALS1
GO: Biological Process	GO:0002703	regulation of leukocyte mediated immunity	 	9.803E-4	1.000E0	6.351E-3	5.178E-2	5	316	HLA-A,HLA-B,HLA-C,HLA-DRB1,B2M
GO: Biological Process	GO:0042269	regulation of natural killer cell mediated cytotoxicity	 	9.980E-4	1.000E0	6.436E-3	5.248E-2	3	81	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0007043	cell-cell junction assembly	 	1.000E-3	1.000E0	6.436E-3	5.248E-2	4	183	RPS6,ACTB,ACTG1,ITGB1
GO: Biological Process	GO:0002823	negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	 	1.034E-3	1.000E0	6.633E-3	5.408E-2	3	82	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0010755	regulation of plasminogen activation	 	1.062E-3	1.000E0	6.781E-3	5.529E-2	2	20	S100A10,ANXA2
GO: Biological Process	GO:0046633	alpha-beta T cell proliferation	 	1.071E-3	1.000E0	6.781E-3	5.529E-2	3	83	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0002639	positive regulation of immunoglobulin production	 	1.071E-3	1.000E0	6.781E-3	5.529E-2	3	83	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0043300	regulation of leukocyte degranulation	 	1.071E-3	1.000E0	6.781E-3	5.529E-2	3	83	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0002715	regulation of natural killer cell mediated immunity	 	1.109E-3	1.000E0	6.997E-3	5.705E-2	3	84	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0051046	regulation of secretion	 	1.171E-3	1.000E0	7.347E-3	5.990E-2	8	882	S100A10,HLA-A,HLA-B,HLA-C,ANXA2,HLA-DRB1,CD74,LGALS3
GO: Biological Process	GO:1903729	regulation of plasma membrane organization	 	1.172E-3	1.000E0	7.347E-3	5.990E-2	2	21	S100A10,ANXA2
GO: Biological Process	GO:0046718	viral entry into host cell	 	1.195E-3	1.000E0	7.466E-3	6.087E-2	4	192	HLA-DRB1,CD74,ITGB1,LGALS1
GO: Biological Process	GO:0007249	canonical NF-kappaB signal transduction	 	1.205E-3	1.000E0	7.506E-3	6.120E-2	5	331	S100A4,GAPDH,HLA-DRB1,CD74,LGALS1
GO: Biological Process	GO:0002820	negative regulation of adaptive immune response	 	1.227E-3	1.000E0	7.621E-3	6.214E-2	3	87	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0001816	cytokine production	 	1.238E-3	1.000E0	7.662E-3	6.247E-2	9	1110	HLA-A,HLA-B,HLA-C,GAPDH,HLA-DPB1,HLA-DRB1,B2M,TMSB4X,CD74
GO: Biological Process	GO:0002712	regulation of B cell mediated immunity	 	1.268E-3	1.000E0	7.802E-3	6.361E-2	3	88	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0002889	regulation of immunoglobulin mediated immune response	 	1.268E-3	1.000E0	7.802E-3	6.361E-2	3	88	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0045655	regulation of monocyte differentiation	 	1.287E-3	1.000E0	7.891E-3	6.434E-2	2	22	HLA-DRB1,CD74
GO: Biological Process	GO:0002707	negative regulation of lymphocyte mediated immunity	 	1.310E-3	1.000E0	8.010E-3	6.531E-2	3	89	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0072659	protein localization to plasma membrane	 	1.357E-3	1.000E0	8.267E-3	6.740E-2	5	340	S100A10,ANXA2,ACTB,ITGB1,LGALS3
GO: Biological Process	GO:0044409	entry into host	 	1.388E-3	1.000E0	8.408E-3	6.855E-2	4	200	HLA-DRB1,CD74,ITGB1,LGALS1
GO: Biological Process	GO:0051017	actin filament bundle assembly	 	1.388E-3	1.000E0	8.408E-3	6.855E-2	4	200	S100A10,ACTG1,PFN1,ITGB1
GO: Biological Process	GO:0002381	immunoglobulin production involved in immunoglobulin-mediated immune response	 	1.397E-3	1.000E0	8.408E-3	6.855E-2	3	91	HLA-DPB1,HLA-DRB1,B2M
GO: Biological Process	GO:0120192	tight junction assembly	 	1.397E-3	1.000E0	8.408E-3	6.855E-2	3	91	RPS6,ACTG1,ITGB1
GO: Biological Process	GO:0002468	dendritic cell antigen processing and presentation	 	1.407E-3	1.000E0	8.423E-3	6.867E-2	2	23	HLA-DRB1,CD74
GO: Biological Process	GO:0016032	viral process	 	1.408E-3	1.000E0	8.423E-3	6.867E-2	6	511	ANXA2,HLA-DRB1,CD74,PFN1,ITGB1,LGALS1
GO: Biological Process	GO:0002886	regulation of myeloid leukocyte mediated immunity	 	1.442E-3	1.000E0	8.597E-3	7.009E-2	3	92	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0061572	actin filament bundle organization	 	1.548E-3	1.000E0	9.200E-3	7.501E-2	4	206	S100A10,ACTG1,PFN1,ITGB1
GO: Biological Process	GO:0065003	protein-containing complex assembly	 	1.582E-3	1.000E0	9.378E-3	7.646E-2	12	1901	HLA-DPB1,RPS5,RPS6,HLA-DRB1,B2M,RPS14,TMSB4X,CD74,RPS25,RPS27,PFN1,LGALS3
GO: Biological Process	GO:0120193	tight junction organization	 	1.678E-3	1.000E0	9.917E-3	8.086E-2	3	97	RPS6,ACTG1,ITGB1
GO: Biological Process	GO:0032103	positive regulation of response to external stimulus	 	1.826E-3	1.000E0	1.076E-2	8.769E-2	7	733	HLA-A,HLA-B,HLA-C,B2M,TMSB4X,CD74,LGALS1
GO: Biological Process	GO:0045597	positive regulation of cell differentiation	 	1.925E-3	1.000E0	1.129E-2	9.209E-2	9	1183	CLIC1,HLA-DRB1,ACTB,TMSB4X,CD74,HBB,ITGB1,LGALS1,LGALS3
GO: Biological Process	GO:0002704	negative regulation of leukocyte mediated immunity	 	1.938E-3	1.000E0	1.129E-2	9.209E-2	3	102	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0002726	positive regulation of T cell cytokine production	 	1.940E-3	1.000E0	1.129E-2	9.209E-2	2	27	HLA-A,B2M
GO: Biological Process	GO:0150105	protein localization to cell-cell junction	 	1.940E-3	1.000E0	1.129E-2	9.209E-2	2	27	ACTB,ACTG1
GO: Biological Process	GO:0098542	defense response to other organism	 	2.128E-3	1.000E0	1.235E-2	1.007E-1	10	1445	RPL39,HLA-A,HLA-B,HLA-C,GAPDH,HLA-DRB1,B2M,ACTG1,CD74,LGALS3
GO: Biological Process	GO:0044000	movement in host	 	2.205E-3	1.000E0	1.276E-2	1.040E-1	4	227	HLA-DRB1,CD74,ITGB1,LGALS1
GO: Biological Process	GO:1900120	regulation of receptor binding	 	2.238E-3	1.000E0	1.289E-2	1.051E-1	2	29	ANXA2,B2M
GO: Biological Process	GO:0009611	response to wounding	 	2.240E-3	1.000E0	1.289E-2	1.051E-1	7	760	S100A10,CLIC1,ANXA2,ACTB,ACTG1,HBB,ITGB1
GO: Biological Process	GO:0031348	negative regulation of defense response	 	2.284E-3	1.000E0	1.310E-2	1.068E-1	5	383	HLA-A,HLA-B,HLA-C,HLA-DRB1,B2M
GO: Biological Process	GO:0019058	viral life cycle	 	2.336E-3	1.000E0	1.331E-2	1.085E-1	5	385	ANXA2,HLA-DRB1,CD74,ITGB1,LGALS1
GO: Biological Process	GO:0045089	positive regulation of innate immune response	 	2.336E-3	1.000E0	1.331E-2	1.085E-1	5	385	HLA-A,HLA-B,HLA-C,B2M,CD74
GO: Biological Process	GO:0051492	regulation of stress fiber assembly	 	2.342E-3	1.000E0	1.331E-2	1.085E-1	3	109	S100A10,ACTG1,PFN1
GO: Biological Process	GO:0031349	positive regulation of defense response	 	2.379E-3	1.000E0	1.345E-2	1.096E-1	6	567	HLA-A,HLA-B,HLA-C,B2M,CD74,LGALS1
GO: Biological Process	GO:0031639	plasminogen activation	 	2.394E-3	1.000E0	1.345E-2	1.096E-1	2	30	S100A10,ANXA2
GO: Biological Process	GO:0031579	membrane raft organization	 	2.394E-3	1.000E0	1.345E-2	1.096E-1	2	30	S100A10,ANXA2
GO: Biological Process	GO:0098869	cellular oxidant detoxification	 	2.403E-3	1.000E0	1.345E-2	1.096E-1	3	110	HBA1,HBA2,HBB
GO: Biological Process	GO:0051623	positive regulation of norepinephrine uptake	 	2.427E-3	1.000E0	1.345E-2	1.096E-1	1	1	ACTB
GO: Biological Process	GO:0072749	cellular response to cytochalasin B	 	2.427E-3	1.000E0	1.345E-2	1.096E-1	1	1	ACTB
GO: Biological Process	GO:1901328	response to cytochalasin B	 	2.427E-3	1.000E0	1.345E-2	1.096E-1	1	1	ACTB
GO: Biological Process	GO:0099561	synaptic membrane adhesion to extracellular matrix	 	2.427E-3	1.000E0	1.345E-2	1.096E-1	1	1	ITGB1
GO: Biological Process	GO:0034120	positive regulation of erythrocyte aggregation	 	2.427E-3	1.000E0	1.345E-2	1.096E-1	1	1	LGALS1
GO: Biological Process	GO:0042267	natural killer cell mediated cytotoxicity	 	2.529E-3	1.000E0	1.397E-2	1.139E-1	3	112	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:1900242	regulation of synaptic vesicle endocytosis	 	2.555E-3	1.000E0	1.407E-2	1.147E-1	2	31	ACTB,ACTG1
GO: Biological Process	GO:0032102	negative regulation of response to external stimulus	 	2.573E-3	1.000E0	1.411E-2	1.151E-1	6	576	HLA-A,HLA-B,HLA-C,ANXA2,HLA-DRB1,B2M
GO: Biological Process	GO:0046631	alpha-beta T cell activation	 	2.576E-3	1.000E0	1.411E-2	1.151E-1	4	237	HLA-A,HLA-B,HLA-C,HLA-DRB1
GO: Biological Process	GO:0001895	retina homeostasis	 	2.594E-3	1.000E0	1.417E-2	1.155E-1	3	113	B2M,ACTB,ACTG1
GO: Biological Process	GO:0098974	postsynaptic actin cytoskeleton organization	 	2.721E-3	1.000E0	1.481E-2	1.207E-1	2	32	ACTB,ACTG1
GO: Biological Process	GO:0002228	natural killer cell mediated immunity	 	2.726E-3	1.000E0	1.481E-2	1.207E-1	3	115	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0050851	antigen receptor-mediated signaling pathway	 	2.737E-3	1.000E0	1.482E-2	1.209E-1	4	241	HLA-A,HLA-DPB1,HLA-DRB1,LGALS3
GO: Biological Process	GO:0002637	regulation of immunoglobulin production	 	2.794E-3	1.000E0	1.509E-2	1.230E-1	3	116	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0031347	regulation of defense response	 	2.902E-3	1.000E0	1.563E-2	1.275E-1	8	1019	HLA-A,HLA-B,HLA-C,HLA-DRB1,B2M,TMSB4X,CD74,LGALS1
GO: Biological Process	GO:0030217	T cell differentiation	 	2.937E-3	1.000E0	1.578E-2	1.286E-1	5	406	RPS6,HLA-DRB1,B2M,ACTB,CD74
GO: Biological Process	GO:0006417	regulation of translation	 	3.022E-3	1.000E0	1.619E-2	1.320E-1	6	595	GAPDH,RPS3A,RPS4X,RPS14,RPS23,HBB
GO: Biological Process	GO:0001778	plasma membrane repair	 	3.249E-3	1.000E0	1.731E-2	1.411E-1	2	35	S100A10,ANXA2
GO: Biological Process	GO:0099188	postsynaptic cytoskeleton organization	 	3.249E-3	1.000E0	1.731E-2	1.411E-1	2	35	ACTB,ACTG1
GO: Biological Process	GO:1903530	regulation of secretion by cell	 	3.264E-3	1.000E0	1.734E-2	1.414E-1	7	813	S100A10,HLA-A,HLA-B,HLA-C,ANXA2,HLA-DRB1,LGALS3
GO: Biological Process	GO:0009617	response to bacterium	 	3.347E-3	1.000E0	1.774E-2	1.446E-1	8	1043	CD52,RPL39,HLA-A,HLA-B,HLA-C,HLA-DRB1,B2M,HBA2
GO: Biological Process	GO:0070633	transepithelial transport	 	3.435E-3	1.000E0	1.815E-2	1.480E-1	2	36	ACTB,ACTG1
GO: Biological Process	GO:0032231	regulation of actin filament bundle assembly	 	3.449E-3	1.000E0	1.818E-2	1.482E-1	3	125	S100A10,ACTG1,PFN1
GO: Biological Process	GO:1990778	protein localization to cell periphery	 	3.465E-3	1.000E0	1.821E-2	1.485E-1	5	422	S100A10,ANXA2,ACTB,ITGB1,LGALS3
GO: Biological Process	GO:0050776	regulation of immune response	 	3.487E-3	1.000E0	1.823E-2	1.486E-1	8	1050	HLA-A,HLA-B,HLA-C,HLA-DPB1,HLA-DRB1,B2M,CD74,LGALS3
GO: Biological Process	GO:0002682	regulation of immune system process	 	3.487E-3	1.000E0	1.823E-2	1.486E-1	11	1812	HLA-A,HLA-B,HLA-C,HLA-DPB1,HLA-DRB1,B2M,ACTB,CD74,HBB,LGALS1,LGALS3
GO: Biological Process	GO:0033077	T cell differentiation in thymus	 	3.607E-3	1.000E0	1.881E-2	1.533E-1	3	127	RPS6,B2M,CD74
GO: Biological Process	GO:0010954	positive regulation of protein processing	 	3.625E-3	1.000E0	1.885E-2	1.537E-1	2	37	S100A10,ANXA2
GO: Biological Process	GO:0010810	regulation of cell-substrate adhesion	 	3.641E-3	1.000E0	1.888E-2	1.539E-1	4	261	S100A10,ACTG1,ITGB1,LGALS1
GO: Biological Process	GO:0051701	biological process involved in interaction with host	 	3.691E-3	1.000E0	1.909E-2	1.556E-1	4	262	HLA-DRB1,CD74,ITGB1,LGALS1
GO: Biological Process	GO:0006954	inflammatory response	 	3.715E-3	1.000E0	1.917E-2	1.563E-1	8	1061	HLA-A,HLA-B,HLA-C,HLA-DRB1,TMSB4X,CD74,ITGB1,LGALS1
GO: Biological Process	GO:0043299	leukocyte degranulation	 	3.769E-3	1.000E0	1.939E-2	1.581E-1	3	129	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0045216	cell-cell junction organization	 	3.792E-3	1.000E0	1.946E-2	1.586E-1	4	264	RPS6,ACTB,ACTG1,ITGB1
GO: Biological Process	GO:0002831	regulation of response to biotic stimulus	 	3.909E-3	1.000E0	2.001E-2	1.631E-1	6	627	HLA-A,HLA-B,HLA-C,HLA-DRB1,B2M,CD74
GO: Biological Process	GO:1903076	regulation of protein localization to plasma membrane	 	3.935E-3	1.000E0	2.009E-2	1.638E-1	3	131	ACTB,ITGB1,LGALS3
GO: Biological Process	GO:0110020	regulation of actomyosin structure organization	 	4.019E-3	1.000E0	2.042E-2	1.665E-1	3	132	S100A10,ACTG1,PFN1
GO: Biological Process	GO:1903319	positive regulation of protein maturation	 	4.021E-3	1.000E0	2.042E-2	1.665E-1	2	39	S100A10,ANXA2
GO: Biological Process	GO:0002250	adaptive immune response	 	4.116E-3	1.000E0	2.085E-2	1.700E-1	7	848	HLA-A,HLA-B,HLA-C,HLA-DPB1,HLA-DRB1,B2M,CD74
GO: Biological Process	GO:0010720	positive regulation of cell development	 	4.352E-3	1.000E0	2.199E-2	1.793E-1	6	641	HLA-DRB1,ACTB,CD74,ITGB1,LGALS1,LGALS3
GO: Biological Process	GO:1901222	regulation of non-canonical NF-kappaB signal transduction	 	4.460E-3	1.000E0	2.235E-2	1.823E-1	3	137	RTKN2,TMSB4X,CD74
GO: Biological Process	GO:0045445	myoblast differentiation	 	4.460E-3	1.000E0	2.235E-2	1.823E-1	3	137	ACTB,ITGB1,LGALS1
GO: Biological Process	GO:0030101	natural killer cell activation	 	4.460E-3	1.000E0	2.235E-2	1.823E-1	3	137	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0042742	defense response to bacterium	 	4.549E-3	1.000E0	2.273E-2	1.853E-1	5	450	RPL39,HLA-A,HLA-B,HLA-C,B2M
GO: Biological Process	GO:0045639	positive regulation of myeloid cell differentiation	 	4.643E-3	1.000E0	2.273E-2	1.853E-1	3	139	HLA-DRB1,CD74,HBB
GO: Biological Process	GO:0070227	lymphocyte apoptotic process	 	4.643E-3	1.000E0	2.273E-2	1.853E-1	3	139	RPS6,CD74,LGALS3
GO: Biological Process	GO:1903421	regulation of synaptic vesicle recycling	 	4.651E-3	1.000E0	2.273E-2	1.853E-1	2	42	ACTB,ACTG1
GO: Biological Process	GO:0010975	regulation of neuron projection development	 	4.656E-3	1.000E0	2.273E-2	1.853E-1	6	650	HLA-A,HLA-B,HLA-C,B2M,ITGB1,LGALS1
GO: Biological Process	GO:0006413	translational initiation	 	4.737E-3	1.000E0	2.273E-2	1.853E-1	3	140	RPS3A,RPS5,HBB
GO: Biological Process	GO:0032760	positive regulation of tumor necrosis factor production	 	4.737E-3	1.000E0	2.273E-2	1.853E-1	3	140	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:1990748	cellular detoxification	 	4.737E-3	1.000E0	2.273E-2	1.853E-1	3	140	HBA1,HBA2,HBB
GO: Biological Process	GO:0051048	negative regulation of secretion	 	4.789E-3	1.000E0	2.273E-2	1.853E-1	4	282	HLA-A,HLA-B,HLA-C,CD74
GO: Biological Process	GO:0034470	ncRNA processing	 	4.810E-3	1.000E0	2.273E-2	1.853E-1	5	456	RPL35A,RPS6,RPS14,RPS25,RPS27
GO: Biological Process	GO:0051621	regulation of norepinephrine uptake	 	4.837E-3	1.000E0	2.273E-2	1.853E-1	1	2	ACTB
GO: Biological Process	GO:0071283	cellular response to iron(III) ion	 	4.837E-3	1.000E0	2.273E-2	1.853E-1	1	2	B2M
GO: Biological Process	GO:1905597	positive regulation of low-density lipoprotein particle receptor binding	 	4.837E-3	1.000E0	2.273E-2	1.853E-1	1	2	ANXA2
GO: Biological Process	GO:1990145	maintenance of translational fidelity	 	4.837E-3	1.000E0	2.273E-2	1.853E-1	1	2	RPS23
GO: Biological Process	GO:0035606	peptidyl-cysteine S-trans-nitrosylation	 	4.837E-3	1.000E0	2.273E-2	1.853E-1	1	2	GAPDH
GO: Biological Process	GO:2000521	negative regulation of immunological synapse formation	 	4.837E-3	1.000E0	2.273E-2	1.853E-1	1	2	LGALS3
GO: Biological Process	GO:2000448	positive regulation of macrophage migration inhibitory factor signaling pathway	 	4.837E-3	1.000E0	2.273E-2	1.853E-1	1	2	CD74
GO: Biological Process	GO:0048626	myoblast fate specification	 	4.837E-3	1.000E0	2.273E-2	1.853E-1	1	2	ITGB1
GO: Biological Process	GO:1904434	positive regulation of ferrous iron binding	 	4.837E-3	1.000E0	2.273E-2	1.853E-1	1	2	B2M
GO: Biological Process	GO:1904432	regulation of ferrous iron binding	 	4.837E-3	1.000E0	2.273E-2	1.853E-1	1	2	B2M
GO: Biological Process	GO:1904437	positive regulation of transferrin receptor binding	 	4.837E-3	1.000E0	2.273E-2	1.853E-1	1	2	B2M
GO: Biological Process	GO:1904435	regulation of transferrin receptor binding	 	4.837E-3	1.000E0	2.273E-2	1.853E-1	1	2	B2M
GO: Biological Process	GO:0051951	positive regulation of glutamate uptake involved in transmission of nerve impulse	 	4.837E-3	1.000E0	2.273E-2	1.853E-1	1	2	ITGB1
GO: Biological Process	GO:0051943	positive regulation of amino acid uptake involved in synaptic transmission	 	4.837E-3	1.000E0	2.273E-2	1.853E-1	1	2	ITGB1
GO: Biological Process	GO:0034118	regulation of erythrocyte aggregation	 	4.837E-3	1.000E0	2.273E-2	1.853E-1	1	2	LGALS1
GO: Biological Process	GO:0034117	erythrocyte aggregation	 	4.837E-3	1.000E0	2.273E-2	1.853E-1	1	2	LGALS1
GO: Biological Process	GO:0003181	atrioventricular valve morphogenesis	 	4.870E-3	1.000E0	2.283E-2	1.861E-1	2	43	TMSB4X,ITGB1
GO: Biological Process	GO:0030036	actin cytoskeleton organization	 	4.911E-3	1.000E0	2.297E-2	1.872E-1	7	876	S100A10,RTKN2,ACTB,ACTG1,TMSB4X,PFN1,ITGB1
GO: Biological Process	GO:0001818	negative regulation of cytokine production	 	4.944E-3	1.000E0	2.306E-2	1.880E-1	5	459	HLA-A,HLA-B,HLA-C,HLA-DRB1,TMSB4X
GO: Biological Process	GO:0034248	regulation of amide metabolic process	 	5.123E-3	1.000E0	2.379E-2	1.939E-1	6	663	GAPDH,RPS3A,RPS4X,RPS14,RPS23,HBB
GO: Biological Process	GO:1903557	positive regulation of tumor necrosis factor superfamily cytokine production	 	5.123E-3	1.000E0	2.379E-2	1.939E-1	3	144	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0006887	exocytosis	 	5.220E-3	1.000E0	2.418E-2	1.971E-1	5	465	S100A10,HLA-A,HLA-B,HLA-C,ANXA2
GO: Biological Process	GO:0030224	monocyte differentiation	 	5.323E-3	1.000E0	2.460E-2	2.005E-1	2	45	HLA-DRB1,CD74
GO: Biological Process	GO:0050878	regulation of body fluid levels	 	5.363E-3	1.000E0	2.472E-2	2.016E-1	5	468	CLIC1,ANXA2,ACTB,ACTG1,HBB
GO: Biological Process	GO:0045582	positive regulation of T cell differentiation	 	5.737E-3	1.000E0	2.639E-2	2.151E-1	3	150	HLA-DRB1,ACTB,CD74
GO: Biological Process	GO:0032101	regulation of response to external stimulus	 	5.800E-3	1.000E0	2.661E-2	2.170E-1	9	1396	HLA-A,HLA-B,HLA-C,ANXA2,HLA-DRB1,B2M,TMSB4X,CD74,LGALS1
GO: Biological Process	GO:0097237	cellular response to toxic substance	 	5.844E-3	1.000E0	2.675E-2	2.181E-1	3	151	HBA1,HBA2,HBB
GO: Biological Process	GO:0051098	regulation of binding	 	5.959E-3	1.000E0	2.721E-2	2.219E-1	5	480	S100A10,ANXA2,B2M,ACTB,TMSB4X
GO: Biological Process	GO:2000026	regulation of multicellular organismal development	 	5.995E-3	1.000E0	2.731E-2	2.227E-1	11	1946	S100A10,HLA-B,ANXA2,HLA-DRB1,B2M,ACTB,CD74,HBB,ITGB1,LGALS1,LGALS3
GO: Biological Process	GO:0110053	regulation of actin filament organization	 	6.375E-3	1.000E0	2.898E-2	2.363E-1	4	306	S100A10,ACTG1,TMSB4X,PFN1
GO: Biological Process	GO:0032649	regulation of type II interferon production	 	6.393E-3	1.000E0	2.899E-2	2.364E-1	3	156	HLA-A,HLA-DPB1,HLA-DRB1
GO: Biological Process	GO:0045637	regulation of myeloid cell differentiation	 	6.448E-3	1.000E0	2.917E-2	2.379E-1	4	307	HLA-DRB1,B2M,CD74,HBB
GO: Biological Process	GO:0120035	regulation of plasma membrane bounded cell projection organization	 	6.541E-3	1.000E0	2.952E-2	2.407E-1	7	924	HLA-A,HLA-B,HLA-C,B2M,PFN1,ITGB1,LGALS1
GO: Biological Process	GO:0045088	regulation of innate immune response	 	6.883E-3	1.000E0	3.100E-2	2.527E-1	5	497	HLA-A,HLA-B,HLA-C,B2M,CD74
GO: Biological Process	GO:0030335	positive regulation of cell migration	 	6.915E-3	1.000E0	3.100E-2	2.527E-1	6	706	ACTG1,TMSB4X,CD74,PFN1,ITGB1,LGALS3
GO: Biological Process	GO:0051051	negative regulation of transport	 	6.915E-3	1.000E0	3.100E-2	2.527E-1	6	706	HLA-A,HLA-B,HLA-C,ANXA2,CD74,LGALS3
GO: Biological Process	GO:1904375	regulation of protein localization to cell periphery	 	7.093E-3	1.000E0	3.154E-2	2.572E-1	3	162	ACTB,ITGB1,LGALS3
GO: Biological Process	GO:0031344	regulation of cell projection organization	 	7.206E-3	1.000E0	3.154E-2	2.572E-1	7	941	HLA-A,HLA-B,HLA-C,B2M,PFN1,ITGB1,LGALS1
GO: Biological Process	GO:1905602	positive regulation of receptor-mediated endocytosis involved in cholesterol transport	 	7.247E-3	1.000E0	3.154E-2	2.572E-1	1	3	ANXA2
GO: Biological Process	GO:0031106	septin ring organization	 	7.247E-3	1.000E0	3.154E-2	2.572E-1	1	3	RTKN2
GO: Biological Process	GO:0150054	regulation of postsynaptic neurotransmitter receptor diffusion trapping	 	7.247E-3	1.000E0	3.154E-2	2.572E-1	1	3	ITGB1
GO: Biological Process	GO:1903769	negative regulation of cell proliferation in bone marrow	 	7.247E-3	1.000E0	3.154E-2	2.572E-1	1	3	LGALS3
GO: Biological Process	GO:0035691	macrophage migration inhibitory factor signaling pathway	 	7.247E-3	1.000E0	3.154E-2	2.572E-1	1	3	CD74
